device;ano-mes;sensor;valor_maximo;valor_medio;valor_minimo
sirrosteste_UCS_AMV-18;2025-04;etvoc;;;
sirrosteste_UCS_AMV-18;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-18;2025-04;ruido;;;
sirrosteste_UCS_AMV-18;2025-04;temperatura;;;
sirrosteste_UCS_AMV-18;2025-04;umidade;;;
sirrosteste_UCS_AMV-19;2025-04;eco2;;;
sirrosteste_UCS_AMV-19;2025-04;etvoc;;;
sirrosteste_UCS_AMV-19;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-19;2025-04;ruido;;;
sirrosteste_UCS_AMV-19;2025-04;temperatura;;;
sirrosteste_UCS_AMV-19;2025-04;umidade;;;
sirrosteste_UCS_AMV-20;2025-04;eco2;;;
sirrosteste_UCS_AMV-20;2025-04;etvoc;;;
sirrosteste_UCS_AMV-20;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-20;2025-04;ruido;;;
sirrosteste_UCS_AMV-20;2025-04;temperatura;;;
sirrosteste_UCS_AMV-20;2025-04;umidade;;;
sirrosteste_UCS_AMV-21;2025-04;eco2;;;
sirrosteste_UCS_AMV-21;2025-04;etvoc;;;
sirrosteste_UCS_AMV-21;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-21;2025-04;ruido;;;
sirrosteste_UCS_AMV-21;2025-04;temperatura;;;
sirrosteste_UCS_AMV-21;2025-04;umidade;;;
sirrosteste_UCS_AMV-22;2025-04;eco2;;;
sirrosteste_UCS_AMV-22;2025-04;etvoc;;;
sirrosteste_UCS_AMV-22;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-22;2025-04;ruido;;;
sirrosteste_UCS_AMV-22;2025-04;temperatura;;;
sirrosteste_UCS_AMV-22;2025-04;umidade;;;
sirrosteste_UCS_AMV-23;2025-04;eco2;;;
sirrosteste_UCS_AMV-23;2025-04;etvoc;;;
sirrosteste_UCS_AMV-23;2025-04;luminosidade;;;
sirrosteste_UCS_AMV-23;2025-04;ruido;;;
sirrosteste_UCS_AMV-23;2025-04;temperatura;;;
sirrosteste_UCS_AMV-23;2025-04;umidade;;;
